,Id,SalePrice
79,1540,156982.17178434134
80,1541,145433.36851894855
81,1542,138068.92032772303
82,1543,215818.4280127287
83,1544,104819.55607831478
84,1545,122075.06871372461
85,1546,158343.5604572296
86,1547,160140.8579006791
87,1548,132721.98806405067
88,1549,124963.15746456385
89,1550,167618.47884207964
90,1551,145756.7590892315
91,1552,182464.08898234367
92,1553,137588.86699527502
93,1554,123971.54656201601
94,1555,199141.2906885147
95,1556,110037.99268603325
96,1557,130095.05399167538
97,1558,117325.62247216702
98,1559,137755.1441296935
99,1560,173564.377912879
100,1561,181542.26812124252
101,1562,129715.0931417942
102,1563,129715.0931417942
103,1564,189009.48064625263
104,1565,174848.35801273584
105,1566,223153.55022251606
106,1567,117337.42583096027
107,1568,228332.7996790409
108,1569,158663.3563682437
109,1570,144044.5102110505
110,1571,148668.49747896194
111,1572,138757.8931108117
112,1573,293320.05443274975
113,1574,162388.00280839205
114,1575,248022.733604908
115,1576,260633.84989202023
116,1577,216798.6647695303
117,1578,154988.57375383377
118,1579,166836.796040833
119,1580,228563.93090486526
120,1581,132897.50400930643
121,1582,139226.84055566788
122,1583,439099.28282499313
123,1584,265262.0970994234
124,1585,167717.48756170273
125,1586,106578.3101901412
126,1587,124087.64869123697
127,1588,139798.7454801798
128,1589,119500.08015036583
129,1590,149804.9677848816
130,1591,122250.75634419918
131,1592,142006.98222517967
132,1593,158476.7774567008
133,1594,182598.23952019215
134,1595,160407.0665627718
135,1596,262356.0243219137
136,1597,190423.56595098972
137,1598,205583.39223265648
138,1599,211229.9044728279
139,1600,226250.62280595303
140,1601,109761.57948374748
141,1602,122075.06871372461
142,1603,116016.88750982285
143,1604,290869.50546205044
144,1605,312818.6666429043
145,1606,183250.29998123646
146,1607,277672.55628705025
147,1608,285042.8095847368
148,1609,216798.6647695303
149,1610,177641.37607365847
150,1611,162169.715783
151,1612,207929.55659031868
152,1613,211822.92667925358
153,1614,137539.37873095274
154,1615,110767.30076521635
155,1616,110767.30076521635
156,1617,113774.2922604084
157,1618,129715.0931417942
158,1619,147762.72918581963
159,1620,239287.2609078884
160,1621,159843.86393278837
161,1622,144130.47085404396
162,1623,314814.5287722349
163,1624,232237.908744812
164,1625,133211.8703752756
165,1626,201559.86328721046
166,1627,210611.73038184643
167,1628,340050.28155744076
168,1629,223423.9329814911
169,1630,437067.3024177551
170,1631,246960.2167069912
171,1632,273939.7762596607
172,1633,202528.10353934765
173,1634,215611.78339123726
174,1635,207959.5585823059
175,1636,203665.75418114662
176,1637,216812.76441812515
177,1638,229188.15689980984
178,1639,210593.44590604305
179,1640,284213.5699778795
180,1641,200616.00233614445
181,1642,247283.65019857883
182,1643,273062.5720947981
183,1644,254478.78457307816
184,1645,229079.73768413067
185,1646,170076.5926927328
186,1647,187062.97801733017
187,1648,149423.31154346466
188,1649,132897.50400930643
189,1650,134761.62992417812
190,1651,134761.62992417812
191,1652,123095.70514857769
192,1653,123095.70514857769
193,1654,181405.49938380718
194,1655,182398.3979254961
195,1656,176336.58987134695
196,1657,181405.49938380718
197,1658,176336.58987134695
198,1659,146582.3718458414
199,1660,154361.05354875326
200,1661,670301.3288021088
201,1662,514779.67244386673
202,1663,520026.28688812256
203,1664,655567.990064621
204,1665,428136.4090204239
205,1666,379466.4822936058
206,1667,416424.3009209633
207,1668,428136.4090204239
208,1669,372410.5631709099
209,1670,430338.78700733185
210,1671,292898.26677143574
211,1672,576667.7300095558
212,1673,418161.0685944557
213,1674,327340.8325612545
214,1675,217343.85118186474
215,1676,215304.14493978024
216,1677,233965.01912474632
217,1678,576667.7300095558
218,1679,472256.3340783119
219,1680,422166.656434536
220,1681,340706.63414895535
221,1682,361026.8030524254
222,1683,230319.94878351688
223,1684,215515.3177589178
224,1685,207959.5585823059
225,1686,223301.1351287365
226,1687,202528.10353934765
227,1688,228563.93090486526
228,1689,223494.64583098888
229,1690,220805.75485527515
230,1691,204910.7939273119
231,1692,324571.764588356
232,1693,185082.73924291134
233,1694,210611.73038184643
234,1695,213105.35088181496
235,1696,353152.7609407902
236,1697,213105.35088181496
237,1698,487725.2581357956
238,1699,480992.36475229263
239,1700,268126.6220539808
240,1701,304297.32833504677
241,1702,333783.38477909565
242,1703,348073.0030685663
243,1704,361632.93771743774
244,1705,265598.2138365507
245,1706,598785.421693325
246,1707,240777.68175303936
247,1708,226563.94833028316
248,1709,379847.9668498039
249,1710,265058.95056426525
250,1711,296952.03377604485
251,1712,346055.70174753666
252,1713,320533.148804307
253,1714,251481.69716894627
254,1715,213382.15037584305
255,1716,207070.61544060707
256,1717,192108.48468840122
257,1718,171068.54696571827
258,1719,214670.11142671108
259,1720,295324.8656541109
260,1721,192108.48468840122
261,1722,161264.8595675826
262,1723,176228.6427900195
263,1724,274061.028945446
264,1725,261585.86589097977
265,1726,196783.08690488338
266,1727,193629.80887293816
267,1728,203014.72383141518
268,1729,162202.03552544117
269,1730,212053.4140855074
270,1731,139226.84055566788
271,1732,139226.84055566788
272,1733,129715.0931417942
273,1734,135607.81271606684
274,1735,129715.0931417942
275,1736,129715.0931417942
276,1737,411345.76630592346
277,1738,224164.94784653187
278,1739,409526.93309783936
279,1740,297512.11388111115
280,1741,216027.54060924053
281,1742,193107.5853586197
282,1743,200542.41375923157
283,1744,260440.96154868603
284,1745,227425.63644349575
285,1746,257661.24909222126
286,1747,240478.0052036047
287,1748,241018.7063395977
288,1749,177930.1613420248
289,1750,149380.54046332836
290,1751,242151.70001983643
291,1752,129715.0931417942
292,1753,190854.8177599907
293,1754,245822.69482910633
294,1755,183250.29998123646
295,1756,149817.22181737423
296,1757,129715.0931417942
297,1758,184887.96236217022
298,1759,184284.9824130535
299,1760,177838.8355359435
300,1761,184327.86079645157
301,1762,206313.01149129868
302,1763,193810.95823943615
303,1764,128686.45188361406
304,1765,200168.24728548527
305,1766,213817.05049574375
306,1767,230639.17598724365
307,1768,139798.7454801798
308,1769,209200.54226517677
309,1770,137465.7257720828
310,1771,144259.90004837513
311,1772,149636.64115816355
312,1773,165797.78928756714
313,1774,251787.94067800045
314,1775,139403.59048843384
315,1776,133536.40909045935
316,1777,128686.45188361406
317,1778,131865.01056402922
318,1779,122569.15731281042
319,1780,185396.75150811672
320,1781,143213.66105526686
321,1782,122250.75634419918
322,1783,139974.84086304903
323,1784,119701.1020809412
324,1785,134341.72006994486
325,1786,247274.82987046242
326,1787,176911.4778265357
327,1788,105081.56918287277
328,1789,123885.57518869638
329,1790,119701.1020809412
330,1791,267265.9211307764
331,1792,155849.39271062613
332,1793,161247.44424819946
333,1794,144317.63993352652
334,1795,140445.21544128656
335,1796,145091.7578548193
336,1797,131311.67983412743
337,1798,132897.50400930643
338,1799,126267.76125133038
339,1800,125110.7316404581
340,1801,138599.14866536856
341,1802,160084.69537347555
342,1803,165027.6737779379
343,1804,139226.84055566788
344,1805,153062.60896921158
345,1806,125509.36325788498
346,1807,167623.18945527077
347,1808,125332.67770707607
348,1809,128246.65873497725
349,1810,160440.81343859434
350,1811,124382.01372921467
351,1812,122925.83335489035
352,1813,121167.5299167633
353,1814,126674.86982643604
354,1815,104187.1213838458
355,1816,117115.25442749262
356,1817,143019.94647681713
357,1818,172073.02352935076
358,1819,138837.1687605977
359,1820,125490.48861414194
360,1821,135203.61205935478
361,1822,169639.73965346813
362,1823,103779.66943830252
363,1824,148599.54440295696
364,1825,163187.21896260977
365,1826,117115.25442749262
366,1827,121676.06153488159
367,1828,151228.30263078213
368,1829,156252.75640189648
369,1830,163912.12760806084
370,1831,174088.06075155735
371,1832,158683.0787077546
372,1833,162566.84515476227
373,1834,133648.1868982315
374,1835,166885.97312569618
375,1836,158369.05571222305
376,1837,112781.47956132889
377,1838,126151.34794265032
378,1839,119701.1020809412
379,1840,170463.93600702286
380,1841,142530.96551299095
381,1842,112027.36296802759
382,1843,147920.28256505728
383,1844,154775.56604892015
384,1845,164257.69776254892
385,1846,165402.38749831915
386,1847,193852.57044434547
387,1848,103597.27535396814
388,1849,126418.46868246794
389,1850,135377.21800655127
390,1851,167893.06788891554
391,1852,149389.95095938444
392,1853,144107.74402320385
393,1854,186168.884319067
394,1855,166901.1458069086
395,1856,255725.88454186916
396,1857,196310.88817119598
397,1858,181580.1890939474
398,1859,154238.63125741482
399,1860,171138.43358010054
400,1861,154238.63125741482
401,1862,462230.6898832321
402,1863,462230.6898832321
403,1864,462230.6898832321
404,1865,394034.8315358162
405,1866,428136.4090204239
406,1867,328159.94274020195
407,1868,342404.21467125416
408,1869,229051.88175737858
409,1870,271751.9056737423
410,1871,324453.77392172813
411,1872,202741.37950241566
412,1873,265779.2344391346
413,1874,158600.0581741333
414,1875,237256.50375783443
415,1876,217377.00788974762
416,1877,226349.34180676937
417,1878,269015.4149711132
418,1879,129715.0931417942
419,1880,139226.84055566788
420,1881,273683.1712394953
421,1882,291073.0597496033
422,1883,212381.976673007
423,1884,226189.86769914627
424,1885,284204.01998758316
425,1886,326731.5431803465
426,1887,241061.3486558199
427,1888,328459.7695142031
428,1889,193421.68346643448
429,1890,127181.19099736214
430,1891,162907.21110105515
431,1892,125299.31712299585
432,1893,136265.81777781248
433,1894,179160.24301350117
434,1895,171849.8863965273
435,1896,154911.06860786676
436,1897,149744.08391416073
437,1898,142867.29685664177
438,1899,158476.7774567008
439,1900,151276.44960433245
440,1901,182480.8497518301
441,1902,146206.3490256667
442,1903,253510.3940963745
443,1904,149389.95095938444
444,1905,218956.96257650852
445,1906,156821.034476161
446,1907,232829.729154706
447,1908,154039.0901118517
448,1909,154039.0901118517
449,1910,154039.0901118517
450,1911,222010.40565371513
451,1912,335032.82395899296
452,1913,169331.4895734191
453,1914,106761.38028502464
454,1915,294746.7800617218
455,1916,104187.1213838458
456,1917,350623.30115139484
457,1918,149804.9677848816
458,1919,172490.0361955166
459,1920,223575.40226578712
460,1921,532003.9920210838
461,1922,368362.2257113457
462,1923,219058.3641588688
463,1924,252008.38449895382
464,1925,238007.09007382393
465,1926,496969.5629000664
466,1927,129715.0931417942
467,1928,173295.23987174034
468,1929,129715.0931417942
469,1930,159016.5557846427
470,1931,182735.86668372154
471,1932,162849.35318231583
472,1933,173625.73391795158
473,1934,210611.73038184643
474,1935,200364.22596275806
475,1936,193013.50185871124
476,1937,215611.78339123726
477,1938,194201.77817940712
478,1939,301319.8774278164
479,1940,224793.2942867279
480,1941,215611.78339123726
481,1942,191941.5208131075
482,1943,244694.14350390434
483,1944,433417.87556409836
484,1945,457066.999399662
485,1946,220470.4536229372
486,1947,364584.8933696747
487,1948,217820.34204602242
488,1949,261536.39908730984
489,1950,188843.78294944763
490,1951,325130.5785149336
491,1952,239623.699554801
492,1953,181220.5944031477
493,1954,232058.2187026739
494,1955,137162.8945067525
495,1956,374594.14162635803
496,1957,213817.05049574375
497,1958,383947.5523471832
498,1959,165317.08140522242
499,1960,125299.31712299585
500,1961,139226.84055566788
501,1962,123095.70514857769
502,1963,123095.70514857769
503,1964,122686.84753030539
504,1965,160821.99754565954
505,1966,166778.91666144133
506,1967,299219.2014724016
507,1968,524499.9744772911
508,1969,495229.4473648071
509,1970,609516.5204524994
510,1971,548788.3682250977
511,1972,443849.8986721039
512,1973,339706.84673786163
513,1974,378073.51427078247
514,1975,598785.421693325
515,1976,327340.8325612545
516,1977,412082.2100520134
517,1978,526086.0025286674
518,1979,475257.64923095703
519,1980,230319.94878351688
520,1981,414999.5711326599
521,1982,251017.31011271477
522,1983,251017.31011271477
523,1984,207973.95868003368
524,1985,276946.6282606125
525,1986,275724.8947829008
526,1987,217316.46738946438
527,1988,209268.37938725948
528,1989,230353.55616509914
529,1990,257153.0179232359
530,1991,233965.01912474632
531,1992,244427.5592803955
532,1993,212092.96606779099
533,1994,271804.39842939377
534,1995,228563.93090486526
535,1996,301982.0887774229
536,1997,424511.01809740067
537,1998,444168.54643821716
538,1999,279089.77484703064
539,2000,388377.889418602
540,2001,323785.98280251026
541,2002,302191.3086771965
542,2003,388759.97487306595
543,2004,312911.6556495428
544,2005,278707.00265169144
545,2006,239141.09240472317
546,2007,347273.0357915163
547,2008,211763.86696398258
548,2009,197918.9563125372
549,2010,210626.19486153126
550,2011,171068.54696571827
551,2012,202267.78582632542
552,2013,190411.46214306355
553,2014,197918.9563125372
554,2015,210626.19486153126
555,2016,197918.9563125372
556,2017,209474.57333505154
557,2018,144681.85939490795
558,2019,144681.85939490795
559,2020,116435.81017404795
560,2021,129715.0931417942
561,2022,213025.66747963428
562,2023,180910.85280776024
563,2024,286877.5451362133
564,2025,511125.35256147385
565,2026,210294.0698057413
566,2027,173355.9949785471
567,2028,193598.43339920044
568,2029,193107.5853586197
569,2030,347560.3295445442
570,2031,294269.04447972775
571,2032,311744.4107681513
572,2033,340086.0135436058
573,2034,187763.04595768452
574,2035,233167.9704964161
575,2036,228613.89130353928
576,2037,228613.89130353928
577,2038,344860.90138852596
578,2039,243996.97275161743
579,2040,397504.761493206
580,2041,248061.40570044518
581,2042,235507.00991749763
582,2043,185608.82567465305
583,2044,223246.8396782875
584,2045,236024.769616127
585,2046,199577.6072114706
586,2047,148553.2215848565
587,2048,139226.84055566788
588,2049,202961.5228742361
589,2050,178149.52140003443
590,2051,123590.38391560316
591,2052,144952.30653584003
592,2053,135377.21800655127
593,2054,116672.73577600718
594,2055,180100.4771143198
595,2056,140889.8157760501
596,2057,131865.01056402922
597,2058,222917.99810230732
598,2059,165828.86431217194
599,2060,158922.02161103487
600,2061,198541.68006181717
601,2062,135377.21800655127
602,2063,126267.76125133038
603,2064,148370.82750052214
604,2065,126297.47352451086
605,2066,199254.98922467232
606,2067,162666.9376373291
607,2068,210777.38515734673
608,2069,103597.27535396814
609,2070,123215.69165587425
610,2071,119701.1020809412
611,2072,188420.17113268375
612,2073,154361.05354875326
613,2074,193668.78141760826
614,2075,140445.21544128656
615,2076,153302.59271413088
616,2077,146206.3490256667
617,2078,132897.50400930643
618,2079,147304.3618425727
619,2080,133714.81149345636
620,2081,135637.51425892115
621,2082,169966.39224290848
622,2083,152407.64058977365
623,2084,128686.45188361406
624,2085,135377.21800655127
625,2086,160511.52628809214
626,2087,130583.60574245453
627,2088,107363.84517848492
628,2089,117115.25442749262
629,2090,132766.34723246098
630,2091,133233.97484719753
631,2092,152384.0124115348
632,2093,147258.6291924119
633,2094,150352.9548123479
634,2095,179992.48711168766
635,2096,106992.41493791342
636,2097,114096.21277600527
637,2098,189290.55081009865
638,2099,102694.70469802618
639,2100,127083.89912992716
640,2101,146336.90490424633
641,2102,145465.7526433468
642,2103,117115.25442749262
643,2104,181755.22217452526
644,2105,130341.45447164774
645,2106,112552.18322128057
646,2107,269392.8863853216
647,2108,122696.20437473059
648,2109,118316.91146492958
649,2110,143635.0838854909
650,2111,153462.24923729897
651,2112,171324.77642446756
652,2113,117115.25442749262
653,2114,120927.79296934605
654,2115,163075.56991875172
655,2116,144530.87297528982
656,2117,145895.7490041852
657,2118,143791.56423211098
658,2119,123609.43024456501
659,2120,128787.89638727903
660,2121,111266.81890934706
661,2122,114915.80581963062
662,2123,108492.6218405366
663,2124,220208.16152989864
664,2125,178993.1611046195
665,2126,169484.37526077032
666,2127,191208.6824566126
667,2128,140039.93102163076
668,2129,133700.5401596427
669,2130,140692.9464817047
670,2131,222335.51307618618
671,2132,132888.1578952074
672,2133,139346.95582687855
673,2134,143791.56423211098
674,2135,126485.96243411303
675,2136,105679.69902455807
676,2137,120063.40081393719
677,2138,139226.84055566788
678,2139,159541.52626246214
679,2140,129715.0931417942
680,2141,154775.56604892015
681,2142,135377.21800655127
682,2143,153545.0766250491
683,2144,155758.39954465628
684,2145,129715.0931417942
685,2146,159541.52626246214
686,2147,192119.73007023335
687,2148,158079.31544482708
688,2149,161947.05078452826
689,2150,246031.2709093094
690,2151,156005.9588998556
691,2152,201130.1566451788
692,2153,193103.6580592394
693,2154,114921.22463434935
694,2155,132032.50022530556
695,2156,291537.01759278774
696,2157,275988.753503561
697,2158,261585.86589097977
698,2159,256266.9719696045
699,2160,206066.5788203478
700,2161,335852.1487444639
701,2162,583548.015153408
702,2163,447720.6277728081
703,2164,304266.21038913727
704,2165,200616.00233614445
705,2166,168435.03520339727
706,2167,244590.0808006525
707,2168,199650.7880359888
708,2169,207973.95868003368
709,2170,220780.38836419582
710,2171,139226.84055566788
711,2172,160187.39532530308
712,2173,160585.81233620644
713,2174,286253.57666909695
714,2175,392505.8888196945
715,2176,361026.8030524254
716,2177,301025.6948053837
717,2178,249223.049351573
718,2179,167717.48756170273
719,2180,299894.03168559074
720,2181,237256.50375783443
721,2182,277494.5187151432
722,2183,215925.17329752445
723,2184,135377.21800655127
724,2185,131488.94482254982
725,2186,165402.38749831915
726,2187,162835.65055578947
727,2188,156745.6861257553
728,2189,315463.0267649889
729,2190,106214.45555984974
730,2191,106214.45555984974
731,2192,107212.5905007124
732,2193,121043.4551551938
733,2194,119530.44697344303
734,2195,124276.00883692503
735,2196,119701.1020809412
736,2197,126177.4440959096
737,2198,191053.1785696745
738,2199,211458.61064493656
739,2200,145990.4763236642
740,2201,140527.19513326883
741,2202,200405.00120222569
742,2203,173033.94569903612
743,2204,187482.79129862785
744,2205,130597.8341549635
745,2206,142425.23960918188
746,2207,229904.8997670412
747,2208,243223.1445491314
748,2209,276575.91695189476
749,2210,154039.0901118517
750,2211,126662.90551275015
751,2212,124249.9770656228
752,2213,116250.49744099379
753,2214,154175.612051785
754,2215,117115.25442749262
755,2216,176305.5792286992
756,2217,112816.64284020662
757,2218,104149.66181516647
758,2219,103779.66943830252
759,2220,109361.16663217545
760,2221,294746.7800617218
761,2222,269322.77443408966
762,2223,376469.7167992592
763,2224,279740.1828378439
764,2225,170604.25648242235
765,2226,248006.33766651154
766,2227,230195.6486850977
767,2228,295324.8656541109
768,2229,252940.59231579304
769,2230,177641.37607365847
770,2231,246655.75443208218
771,2232,249158.58155190945
772,2233,201525.09703040123
773,2234,265598.2138365507
774,2235,247586.86775565147
775,2236,345378.6825478077
776,2237,437441.9195652008
777,2238,237380.97554147243
778,2239,163227.43622511625
779,2240,182036.4640235901
780,2241,172381.86377733946
781,2242,135320.85160315037
782,2243,147361.85493022203
783,2244,113774.2922604084
784,2245,128460.32098978758
785,2246,135377.21800655127
786,2247,122724.58608746529
787,2248,138156.52271062136
788,2249,138156.52271062136
789,2250,147762.72918581963
790,2251,154410.49889177084
791,2252,218956.96257650852
792,2253,189931.53757452965
793,2254,210542.0047223568
794,2255,215611.78339123726
795,2256,203014.72383141518
796,2257,283308.23089778423
797,2258,195878.92816066742
798,2259,215611.78339123726
799,2260,179168.02249997854
800,2261,207688.87537419796
801,2262,240582.73318707943
802,2263,433417.87556409836
803,2264,593514.1704201698
804,2265,176296.45845144987
805,2266,339877.5876879692
806,2267,408648.5915184021
807,2268,444355.33995628357
808,2269,176433.95685106516
809,2270,196651.31849944592
810,2271,236024.769616127
811,2272,218044.19811069965
812,2273,167925.82757472992
813,2274,183250.29998123646
814,2275,201157.21852779388
815,2276,195754.41345572472
816,2277,210790.13278484344
817,2278,151035.6074333191
818,2279,129715.0931417942
819,2280,122250.75634419918
820,2281,212298.23720753193
821,2282,212298.23720753193
822,2283,123095.70514857769
823,2284,123095.70514857769
824,2285,155128.98007184267
825,2286,129715.0931417942
826,2287,412831.701874733
827,2288,354115.5072659254
828,2289,471643.1603193283
829,2290,586665.732884407
830,2291,382480.2446246147
831,2292,521984.0134382248
832,2293,603843.6116099358
833,2294,579048.2314109802
834,2295,554737.690269947
835,2296,339046.1805552244
836,2297,357782.8966856003
837,2298,410662.80250549316
838,2299,522020.92576026917
839,2300,388377.889418602
840,2301,300336.12112402916
841,2302,280689.40895199776
842,2303,291699.75371956825
843,2304,308102.0444691181
844,2305,213348.99366796017
845,2306,213348.99366796017
846,2307,217343.85118186474
847,2308,290555.4717361927
848,2309,336955.9773981571
849,2310,251017.31011271477
850,2311,230319.94878351688
851,2312,220787.53476142883
852,2313,207959.5585823059
853,2314,195459.9303841591
854,2315,207959.5585823059
855,2316,257839.09351825714
856,2317,199618.27514767647
857,2318,193903.47511172295
858,2319,201344.7631686926
859,2320,211104.93909418583
860,2321,304266.21038913727
861,2322,229051.88175737858
862,2323,187968.93945634365
863,2324,202528.10353934765
864,2325,269015.4149711132
865,2326,202528.10353934765
866,2327,252675.36011338234
867,2328,257153.0179232359
868,2329,215611.78339123726
869,2330,215611.78339123726
870,2331,488227.7807712555
871,2332,505691.25785827637
872,2333,388377.889418602
873,2334,329666.1586254835
874,2335,295062.3374938965
875,2336,388377.889418602
876,2337,215925.17329752445
877,2338,328459.7695142031
878,2339,290555.4717361927
879,2340,495229.4473648071
880,2341,306293.66259872913
881,2342,269709.00179445744
882,2343,269015.4149711132
883,2344,272221.70081436634
884,2345,308102.0444691181
885,2346,239141.09240472317
886,2347,215110.09772121906
887,2348,237368.7644302845
888,2349,136723.5305711627
889,2350,315970.54973244667
890,2351,297435.71395874023
891,2352,346388.81399333477
892,2353,341478.0372977257
893,2354,166486.22555434704
894,2355,178758.3386465907
895,2356,174355.1278397441
896,2357,237256.50375783443
897,2358,204767.0719385147
898,2359,159786.3386541605
899,2360,129715.0931417942
900,2361,142444.84391510487
901,2362,300489.5862489939
902,2363,142444.84391510487
903,2364,162835.65055578947
904,2365,253892.9087638855
905,2366,216691.76926016808
906,2367,272639.8830860853
907,2368,233134.25581157207
908,2369,272639.8830860853
909,2370,210707.63803720474
910,2371,193107.5853586197
911,2372,215110.09772121906
912,2373,301944.2536473274
913,2374,352872.0770686865
914,2375,288443.013882637
915,2376,342234.8686635494
916,2377,404021.5031862259
917,2378,144317.63993352652
918,2379,222305.63984811306
919,2380,144317.63993352652
920,2381,165594.460336864
921,2382,204590.3434664011
922,2383,271749.2874741554
923,2384,278788.08099627495
924,2385,170076.5926927328
925,2386,137950.8223578334
926,2387,129715.0931417942
927,2388,141702.16584950686
928,2389,154361.05354875326
929,2390,154361.05354875326
930,2391,154361.05354875326
931,2392,129715.0931417942
932,2393,187062.97801733017
933,2394,152134.72547382116
934,2395,216227.53242850304
935,2396,157572.92989194393
936,2397,218018.85308027267
937,2398,138186.68565750122
938,2399,103597.27535396814
939,2400,105081.56918287277
940,2401,129715.0931417942
941,2402,134341.72006994486
942,2403,208794.1418915987
943,2404,160956.58802688122
944,2405,178506.8841829896
945,2406,134749.5475769043
946,2407,129715.0931417942
947,2408,144952.30653584003
948,2409,150443.67972016335
949,2410,215707.3691368103
950,2411,129715.0931417942
951,2412,160396.49719148874
952,2413,143213.66105526686
953,2414,128686.45188361406
954,2415,195663.37736845016
955,2416,143271.325828135
956,2417,136912.20189630985
957,2418,129715.0931417942
958,2419,150803.01688313484
959,2420,155440.0093063712
960,2421,170902.24837064743
961,2422,128686.45188361406
962,2423,140340.5947610736
963,2424,177602.0279675722
964,2425,263258.25160741806
965,2426,150374.41546469927
966,2427,139638.5095193982
967,2428,197508.62863957882
968,2429,129715.0931417942
969,2430,134749.5475769043
970,2431,145580.13792037964
971,2432,132897.50400930643
972,2433,154943.07717084885
973,2434,146206.3490256667
974,2435,177050.5106627941
975,2436,123590.38391560316
976,2437,129715.0931417942
977,2438,144681.85939490795
978,2439,131097.82443344593
979,2440,138068.63060891628
980,2441,130853.73097360134
981,2442,133412.29140758514
982,2443,157927.3847565055
983,2444,139846.2379038334
984,2445,102694.70469802618
985,2446,158197.1988081932
986,2447,183462.5029116869
987,2448,160558.87921750546
988,2449,123433.13098549843
989,2450,162137.04193979502
990,2451,134443.86204481125
991,2452,230249.70806837082
992,2453,109272.75947481394
993,2454,130507.93548226357
994,2455,126180.43785691261
995,2456,133243.6965227127
996,2457,120797.25855141878
997,2458,148620.22174149752
998,2459,121676.06153488159
999,2460,153182.49890357256
1000,2461,119000.5727365613
1001,2462,145141.17100685835
1002,2463,130583.60574245453
1003,2464,185142.35693514347
1004,2465,142749.7461333871
1005,2466,137668.16410571337
1006,2467,152974.70613718033
1007,2468,112623.26090186834
1008,2469,114507.73151516914
1009,2470,213335.06570458412
1010,2471,211352.31603384018
1011,2472,216978.3118903637
1012,2473,134095.4912751913
1013,2474,127552.67488956451
1014,2475,242151.70001983643
1015,2476,114268.46670210361
1016,2477,129715.0931417942
1017,2478,191320.94312906265
1018,2479,134761.62992417812
1019,2480,158976.99307203293
1020,2481,132897.50400930643
1021,2482,136778.10501009226
1022,2483,129715.0931417942
1023,2484,139226.84055566788
1024,2485,129715.0931417942
1025,2486,161463.56374770403
1026,2487,235039.83297646046
1027,2488,172040.8218204975
1028,2489,160455.24572730064
1029,2490,165828.86431217194
1030,2491,112816.64284020662
1031,2492,204479.00560200214
1032,2493,155122.27361798286
1033,2494,185816.15703701973
1034,2495,109932.94279277325
1035,2496,274412.7904981375
1036,2497,155018.33967864513
1037,2498,129715.0931417942
1038,2499,107580.16855418682
1039,2500,144107.74402320385
1040,2501,149636.64115816355
1041,2502,149128.4851014614
1042,2503,112586.79925352335
1043,2504,217605.4779946804
1044,2505,249903.309109807
1045,2506,341539.97274041176
1046,2507,431871.59264087677
1047,2508,341539.97274041176
1048,2509,273683.1712394953
1049,2510,290555.4717361927
1050,2511,207547.19214737415
1051,2512,212381.976673007
1052,2513,233060.32386422157
1053,2514,227683.57202410698
1054,2515,171762.47715950012
1055,2516,172724.225564301
1056,2517,158600.0581741333
1057,2518,164454.609978199
1058,2519,244427.5592803955
1059,2520,230353.55616509914
1060,2521,210626.19486153126
1061,2522,244427.5592803955
1062,2523,139226.84055566788
1063,2524,162268.99276077747
1064,2525,158976.99307203293
1065,2526,142444.84391510487
1066,2527,129715.0931417942
1067,2528,139226.84055566788
1068,2529,139226.84055566788
1069,2530,130129.91682142019
1070,2531,281644.3006783724
1071,2532,252675.36011338234
1072,2533,212381.976673007
